Internet,Radio,TV,Sales
9105,15267,9428,308811
7082,2700,2600,272827
18555,8832,18670,358217
9584,7029,18209,342930
13356,9336,9153,308770
11129,4489,17146,339120
15965,9785,12870,324641
10653,16573,3975,306874
16648,11288,7922,310312
15320,6687,17680,349647
4091,9748,13040,296079
8840,2953,13988,313891
13779,14642,3624,307028
2453,10821,16227,299094
8864,2075,9015,291491
14800,19557,19190,353949
3612,3771,8584,267241
17423,17150,11177,320382
16580,8645,3237,302407
16480,19594,19816,357525
1672,16223,10698,274173
6084,16144,6993,298533
11099,11790,14089,324841
1779,6969,8025,251498
9166,4615,10829,301798
7497,5316,7175,286142
19433,13948,3095,308609
11307,2184,19466,355641
11420,10771,4260,299377
10985,14310,4661,304044
4355,15515,10359,296580
8660,8607,3495,289826
15449,11790,16740,342853
18609,5027,18754,361613
9954,1671,12790,310131
11710,11057,11365,314565
12005,14326,16277,337271
3016,17066,4821,282852
8901,9640,12728,313317
9207,11940,1905,297139
15120,5365,18805,357363
7458,3421,16555,324403
7249,19484,5506,306351
3207,3670,3969,253749
16660,12746,13740,328900
2154,16699,9065,278079
9358,19316,16099,334960
3616,11397,19374,328883
9756,1681,3902,281391
18588,16538,9667,316514
13212,2041,14987,329986
17764,3464,5152,301340
12491,9377,8058,304861
10317,15167,2861,304427
3198,12160,10092,282827
7577,11929,12524,311194
15594,17359,17943,347919
11932,13079,18953,352325
12466,14586,11025,316756
8094,8187,4838,288651
11454,12037,13331,322233
17563,4343,2372,298732
16578,6588,3788,300721
5822,2088,3848,267318
2770,4684,6627,256261
3935,1391,7889,263335
14132,10714,7546,307020
9189,6048,15849,327042
8104,9208,18244,339964
5260,18692,18534,337368
19892,10692,2222,306391
15967,18781,10115,318199
19968,3131,17050,353029
7608,16370,12732,316372
1860,1295,13284,263096
15043,2354,15052,333880
5711,3439,18414,329369
2138,10065,1467,257055
16423,8057,15805,339387
8102,19474,9003,311348
4342,15500,17440,324881
18473,15690,13760,329115
5156,8242,6844,280671
15463,16037,13497,327517
16945,15556,2933,309628
3332,6305,7093,265774
14979,19261,1304,315222
5143,16768,16737,326032
18063,19524,15812,336516
2185,8226,2241,252752
19395,8488,10835,319497
4715,7959,4848,274751
7233,12227,6997,295695
7600,7187,1311,283607
15347,13342,6952,309130
8606,11535,13652,318042
1264,2559,19888,295661
12783,11565,1133,302564
4405,12643,4961,282754
16196,9025,2145,302248
16525,4496,10068,313213
3058,17933,2216,286118
10737,7870,5053,294763
8523,18239,4085,306604
4677,4688,2364,265423
13333,10366,7528,305777
13136,10731,9074,309350
6107,3784,14490,307095
2914,16521,11916,292809
19405,1660,10815,319584
18620,8957,19602,364472
11285,7511,19241,353615
12950,9991,7035,303999
1475,9054,5930,246412
11975,3482,5917,292965
12698,15066,12509,322022
3831,2575,9368,269434
6706,7350,1123,280900
18696,5863,7746,309198
4773,14549,12384,303509
15628,12414,13569,327554
11613,7110,12076,314479
6365,19063,7768,305102
19892,6875,17715,354506
2465,13541,14823,295485
1526,5563,6888,241439
8156,11165,8656,299934
10273,14668,8504,308073
6744,11143,15833,322930
12060,19093,14690,331323
2715,18029,5809,282694
12176,6881,18320,349029
9919,2089,7533,290066
9895,10785,7410,300696
15465,14671,8686,313090
17675,5888,10945,318198
16039,16858,18303,350193
15539,4807,8018,305518
18117,11883,14299,332189
15833,3853,8344,306293
14175,13753,1199,307209
7419,4286,19396,343990
15902,9969,5893,305381
11990,5725,10598,308491
12793,3951,1775,290456
7151,9503,1731,286947
19878,4110,8206,311206
10735,8179,16916,337619
16638,7397,10336,315218
17399,1932,11454,319415
18169,19731,6720,313370
16904,10978,6798,308245
17347,10108,17647,350100
9856,5401,17339,337548
16491,14364,6215,309549
2422,7891,16368,296228
3992,11926,6751,280872
9561,17876,3371,307776
2394,11237,15120,293205
9943,1343,6557,286580
18559,11217,1930,306304
5277,2876,1725,264372
8883,6774,4964,288657
8436,5067,11246,301760
5902,10991,18000,332023
8491,6477,4223,286195
14359,9310,5686,302928
16482,2904,2974,296161
1362,18187,5568,264689
6259,15982,11567,308498
18699,19836,3386,313109
16303,6770,6326,303996
14792,15377,4130,308531
13643,15969,6179,309548
17964,19446,12848,325348
17076,15329,13008,326105
19727,3251,17758,357358
19572,14893,19843,361212
9034,2027,2129,278017
13036,2390,18933,355515
6426,11148,13807,312088
4324,7575,3761,270617
7772,11924,14658,320776
3255,6126,19120,320454
17957,17952,19493,356523
10631,6981,11093,308564
8958,6822,9405,298668
3467,11384,13926,297699
2584,10413,15109,294214
7049,6868,18375,336520
3582,10523,19252,327208
13984,12014,3724,303941
8702,9787,4531,292685
12659,8324,13975,325275
1570,11487,5106,252801
14030,15100,3679,307765
16985,6493,5860,303746
14880,13147,12875,324367
5816,19989,4954,303428
16914,18212,6330,312424
18156,16214,17851,348224
13051,6978,9448,307415
4421,16946,4790,291671
12580,17480,11870,321106
8836,15478,17835,341397
14509,3573,12726,320883
8538,3495,19984,351987
4909,8457,14928,308158
5713,17810,4183,298849
10961,9677,14502,325545
13699,2181,14978,330938
2992,16603,17389,316586
3896,12645,14301,303889
2827,4070,4204,251322
9749,3425,1298,282405
17832,19590,11531,321533
8848,12656,19542,351083
16463,19588,8154,315137
12370,19942,15717,335940
1791,9825,4692,252254
15703,11469,11970,321203
7464,16353,2157,301821
1160,4333,17156,275643
3368,10981,10677,284012
7580,3992,12995,305564
18737,1790,2501,297997
9442,15262,15196,328984
14516,10444,7086,306333
13449,13629,7694,309140
10842,15838,10142,313617
16854,2263,10318,313932
14754,15991,6685,310635
4115,18098,1800,293938
17944,3250,11134,318973
5833,8528,12446,301144
6221,1813,17388,323727
19157,5194,15136,339432
15713,10402,8358,310035
15720,15363,3459,308927
3975,1417,8662,266129
15695,12406,13452,327112
11341,8550,14450,325474
18846,11842,16985,346144
12902,18633,17137,342646
12910,3343,15368,331813
11169,16455,2165,308018
12658,17940,10070,316738
17691,8171,4238,303641
5651,12418,6905,290415
15047,10940,1763,303649
10025,11803,3369,298285
11818,8872,6619,300372
8790,15640,14424,324694
17745,12418,14698,333718
14781,1562,4756,294221
1654,12942,16872,294141
16352,10842,7618,309237
4355,5050,11011,283040
1020,18270,16660,285876
11068,16456,7606,309592
6340,11804,1412,289329
9304,15951,3500,304055
8077,14425,15838,328879
1195,14322,12711,267970
2638,8255,16041,297171
10182,18083,2385,309543
2962,9195,13094,286950
6273,12842,8053,295449
2904,14947,5182,277370
15185,13521,2175,306908
3218,12683,19766,329362
19652,15741,8108,313281
5767,7739,18320,331527
12101,18632,11655,320862
4147,3779,12013,284026
12389,15743,13031,323938
9231,15203,14000,323430
18997,19452,6790,313007
18912,7128,15007,337705
15284,2033,9025,306513
10082,15134,4050,303880
5821,16852,12562,311244
7764,17417,6833,304912
8394,3803,19042,344582
8027,8018,19096,344985
14205,7549,15836,336995
18602,14895,3837,309167
6739,3950,6278,279090
8063,7436,15491,322668
1793,13041,9420,267026
4005,16823,6591,290220
19866,2926,9701,315881
10033,8588,7452,298293
4764,9154,5373,278051
14469,5439,13424,324609
10491,2908,7539,292626
3000,17089,8843,286889
7219,12681,13864,316313
14855,17772,19339,355558
16959,17399,1957,312237
1799,1017,2213,228502
4238,18867,17085,325335
17987,14938,1243,310349
17959,18012,9569,316671
8136,16998,13124,319455
7319,12070,17918,336936
12893,2909,17432,344643
9802,2857,14617,320066
7701,11086,9072,299626
11336,9616,14181,324633
9130,4984,16910,332772
4630,18703,5095,296351
16281,5552,6276,302972
16334,6425,6213,303568
1087,9481,17813,283749
19923,15997,16387,340631
1287,4920,19825,297811
17554,8763,17827,352066
5333,2311,19551,335110
13840,1752,12371,317361
10867,15024,11074,315469
10449,1683,9736,298267
4415,12211,16695,318413
5092,11144,4580,282941
8161,4459,9078,292415
4885,2558,8288,272890
6234,1886,18255,329851
4647,5459,19174,330250
19113,15228,4686,309608
9010,12803,11882,313110
9381,11835,18830,347454
14269,16440,13369,326634
12117,19199,13223,326017
5538,12582,3256,287413
17607,10208,9611,314625
10599,5329,14891,324837
18479,7839,2010,303025
9170,17573,2332,307334
9942,4758,8326,295612
4667,1761,6915,266285
19444,1417,7380,307631
9192,8077,11681,308473
11715,9289,13446,321742
19146,14723,9179,315142
14962,8801,3245,300913
14426,12999,15201,334032
7162,17519,5455,302731
10756,14121,6261,304699
13102,12712,7244,307212
18786,13469,17903,350350
17051,1303,19109,364577
11101,14164,3361,303741
11612,11143,8187,305596
11113,16837,18699,349753
13002,10698,5395,302449
14403,2916,5870,297013
3760,8544,5898,271332
14862,14974,3976,308102
6702,8311,3181,283077
15585,15348,4355,308885
10632,7680,10127,305787
10367,9736,1766,295440
18598,1058,13536,331373
11684,6125,15563,331136
13131,12260,15683,335157
12682,10215,9232,308773
18389,3712,5621,303157
19120,7846,2264,303569
12581,19229,3593,312396
8903,12914,12250,314291
15587,16355,7056,311645
1051,16533,10184,260521
5403,6342,16092,315055
3272,2997,12797,279752
4366,17459,5651,292753
12184,7246,14276,325592
9554,4860,6054,289296
2395,5965,2110,249562
3014,10069,5958,268633
12485,15089,17026,341713
1405,6815,9452,248377
4035,10971,13626,299783
2671,5813,13747,282427
2311,8251,8449,262545
14896,15469,13344,326630
14082,1842,1495,289713
6888,11301,16361,326321
15423,13872,6718,309266
12919,5286,1229,292705
3896,15513,15370,311960
14361,16139,16513,340323
7113,9496,12107,305672
16221,4749,17011,347191
9585,14070,3933,301352
14023,8366,10104,311815
9974,16391,15004,329517
12330,3983,15705,332735
14496,5524,16878,343693
19353,6887,8932,313285
5660,19247,18516,339043
11429,7490,11277,311244
8267,13007,12060,312301
4827,8125,16154,314007
5593,7946,12701,300472
12503,18931,15872,336502
18023,15831,17086,344310
18842,19503,1269,314953
17849,11239,10702,318256
3477,12020,18267,321308
2812,1842,11550,267840
7470,8195,4239,286172
15430,19919,6170,313697
15156,3829,14528,331148
9674,6927,10519,304269
8799,12814,3723,297670
17785,10243,16203,342035
16415,5306,11096,317153
13570,2897,15030,331084
16054,10005,14635,332688
4873,15966,4339,291729
4182,4199,2638,261311
3404,12055,4831,274916
1802,12692,9363,266368
17648,3959,13935,331591
12404,1524,3663,287610
18265,19679,9359,316606
5546,9429,11124,295972
15009,13337,4397,306518
16358,12767,6818,309113
16212,18812,2422,313390
3975,3493,12162,283088
19320,12776,17311,347559
13424,9611,14536,329393
13120,19540,4203,312790
11152,6569,3929,292498
11630,12751,1063,303164
11454,5164,12067,312881
4021,5811,13691,293637
12076,13165,3156,303433
12431,16036,8526,311908
2957,11098,8156,274052
16600,5745,19319,362789
7369,2118,18394,335746
10857,8485,3341,294447
16169,6366,13899,329348
13102,6552,15668,334348
10158,14343,4299,302800
4870,9693,6902,281951
10782,8937,16463,335267
10797,12650,3229,300933
13673,14687,17839,347150
3734,2256,10344,271778
1960,8313,16630,292247
2374,16180,14782,297683
6375,17822,17806,336615
3563,7450,12003,284948
14548,4153,18434,354310
18180,2564,7075,305500
9479,4171,4487,285449
16357,8771,18607,355992
14289,10466,1139,302557
19337,13123,14961,335249
16571,16996,1506,312210
1560,2479,1914,227911
7933,1097,2614,272894
9658,9542,19003,348796
19070,1504,2174,297968
11215,16130,1578,308033
4055,6006,3384,265101
17989,12173,15235,336451
16863,7963,13819,329666
1868,17681,13994,290172
3708,7286,13832,293920
8872,1263,3915,277989
14751,11451,8300,309737
1244,12641,13425,269238
10492,13103,1710,301686
15786,5345,11326,317235
3657,7642,4693,267111
5937,7230,1497,277462
19768,17657,19027,353660
17194,10569,16365,342400
1153,1353,7042,224401
9963,18142,4479,308466
5546,7796,3976,277781
6452,14272,2121,294674
8059,11865,3373,294172
4742,13262,12815,303303
15272,16217,6268,310620
17103,16495,15879,337949
13710,10266,3052,301259
1972,14645,15111,292219
3560,4755,6591,263481
11566,13746,14974,330305
19650,1946,3519,300410
5447,6360,5656,276531
8483,11192,9883,303960
14195,17088,10730,318548
1218,10871,8891,250612
18332,18200,11886,322380
17587,18454,5361,312039
2616,13923,13092,290290
13199,6097,2091,294510
9532,3307,6111,287119
15702,10911,1566,304258
17823,15062,19935,361473
13079,18686,10787,319126
16101,5747,14568,332689
19827,15600,9792,316645
10702,19919,8152,313868
2096,18534,4934,276905
2854,13655,4494,273694
11505,2670,5937,290948
14283,9066,5644,302537
16892,1845,1919,294868
11437,6805,7787,299828
12007,3598,16281,335457
16485,4243,5957,301640
13052,8235,4089,298264
4164,4157,5000,263718
16467,13959,18456,352556
16363,1748,12701,323540
16820,12460,1496,306945
1076,16561,15131,278092
8578,14706,14638,324569
19361,15392,19141,356349
19359,19964,14750,331466
4268,1295,4920,258333
5975,5975,11550,295024
11690,18644,5406,310927
8160,16712,13481,320557
18611,13593,14324,332021
17710,2479,8862,310043
3780,3506,10996,276674
14434,8401,18633,354211
18508,8691,13054,327532
11220,17818,17663,344180
18449,14200,3179,308622
10258,13147,18213,345457
15620,4608,16496,343167
15256,14618,1386,308922
2477,1271,14591,278697
3396,6764,12634,285313
12499,14734,16015,336517
2384,4901,14373,281133
8865,16405,2489,304553
6501,13993,9152,300248
14989,14033,19106,355743
2138,18333,15409,300376
18685,14427,5749,309734
15391,19027,15146,334134
15657,2149,19181,362332
5307,1309,14360,299927
12256,17885,19770,356990
3723,12944,9381,286169
4644,19112,19374,339833
15354,13277,6004,307887
13635,8825,19905,361759
6200,3720,6138,276104
13083,13212,8963,310977
3915,9888,14598,302185
12749,15904,17321,343518
15599,9893,14629,332254
12702,3829,17912,347448
18523,19445,10424,318612
11522,8613,7466,301223
9005,3376,14853,319391
11652,13716,19847,357651
4486,3276,9714,276339
5511,12485,7219,290449
13579,4690,5021,295907
6815,1016,13874,304280
14317,4492,9875,309218
2621,17866,2384,281962
9562,3797,5747,287180
16442,2688,12148,321151
6797,2894,19125,339090
13575,12929,2571,304743
17297,17571,9236,315931
13500,5757,6193,298947
12996,2639,13012,319117
18225,6854,18541,358462
18751,3655,11109,319933
10246,12217,14659,326271
5018,15089,14540,313691
16710,9463,7631,308744
1745,14097,5195,261870
15943,14900,1501,309492
3675,5266,1951,259905
14939,6641,13957,328074
12402,9524,7177,303025
15776,7810,5770,303278
9258,14030,3031,300713
7822,12575,9820,303797
10432,18816,7659,311749
17673,19726,12441,324154
13558,10057,9493,310483
10831,8892,18607,348478
16396,13555,13076,326085
17459,14085,11667,321513
12804,7319,18697,352572
19472,3422,13399,331256
13497,12449,4348,304249
1816,18394,3980,272850
8767,13326,17022,335953
17547,9739,15935,340602
11998,18795,10616,318226
14965,2847,3589,294268
16068,14863,2524,308797
16817,8430,12135,322269
19329,15933,4878,310099
13389,15860,3423,308355
7219,14248,4070,296536
10869,6500,18981,350993
1147,6499,14332,261895
2599,17052,16471,308813
17997,2060,6628,303862
14425,11097,18186,350580
7170,6524,4419,282276
4735,4360,1343,264702
10451,1076,12114,307813
14519,9308,14533,330650
14912,12760,1781,305941
14663,2779,9718,308271
18782,16272,6226,311125
19230,13807,15037,335287
11029,17108,15060,331330
5187,13385,1370,288401
13038,2660,2148,289162
13893,10948,7649,307165
7180,1474,1355,269932
6900,10702,2678,288498
9627,7802,15319,326077
4319,7727,7525,276507
7532,14247,2131,297719
14838,17362,14979,333370
17698,4888,14232,333032
1672,11784,12597,272957
7086,2493,7799,281939
14716,4657,18577,355418
2214,12868,19411,317241
9745,6689,9129,299675
8904,2503,10824,298860
5266,3824,19585,335784
14814,3345,2122,293400
6707,19894,8431,308140
6790,11520,3069,289812
13683,12575,3926,304411
14641,2709,10177,309895
16215,7272,5105,302365
13351,13894,6640,307734
15076,18785,6587,312994
1667,15891,1364,265821
19232,17975,10070,317495
19879,12038,9104,314753
19597,10793,12630,326023
11654,4901,13945,321981
7602,14179,18129,339900
18714,15688,10582,318640
13082,7884,9395,307984
1316,11125,17654,290104
1298,8606,19487,298966
2579,18200,19759,327713
6824,5741,6052,282032
3028,17514,9743,289659
3100,13023,14230,298203
6256,16474,15378,323347
17826,7667,17071,348211
5611,9012,14304,309014
12187,1048,1509,284437
3203,13954,4785,277480
15899,10100,2451,303218
13348,11313,17632,346072
5857,7388,11265,295186
3467,5312,9249,270851
7481,13786,1456,297095
7319,3948,5798,280365
3377,11873,11584,288465
18742,9059,4534,305388
5500,15852,6721,295622
15571,15117,10309,317108
5278,13757,7503,292116
3727,13487,9713,287933
9945,1454,9838,297017
6729,5240,8296,286067
4725,18123,5766,295854
17362,11790,2950,306053
9685,12591,16494,334601
4315,2659,15416,301386
3452,4783,16554,304018
2636,19305,6370,284984
4755,19646,4152,298925
4113,11601,16122,312999
13045,14190,16551,339675
13691,11856,3225,303357
15717,13123,10084,315752
13457,12625,8978,310919
5143,6175,18003,325445
9054,3925,19617,350845
3149,14447,10177,286478
18427,3299,1547,298463
2076,10248,3264,256578
18505,3698,2452,299350
11236,9981,5962,299723
11493,6332,14306,324107
13277,10735,7430,305860
10264,18329,14228,327704
16351,14780,7762,311842
19937,8710,6178,308057
9580,15966,11361,315331
15498,16034,7779,312366
15264,2403,9386,307932
17582,3680,4950,300917
13899,11192,11445,317625
5993,1902,15116,308370
13607,19255,9284,316507
12371,7779,17905,346626
4669,7894,14768,305448
14415,19870,1627,315574
14713,1583,1132,290421
19758,1708,11197,321680
13978,3083,7989,301628
4095,6800,17941,319347
4008,13942,13024,300916
7430,17034,3981,302262
17553,11497,16220,341499
11620,13438,13381,323372
14781,7276,16992,344518
1156,1240,14707,256623
17453,11928,5698,307710
9099,9130,14757,322670
2979,4226,19335,318026
7282,1037,16118,319467
8021,15693,17715,339180
4828,3748,15441,305827
2785,7357,11017,274181
14915,2638,12363,319620
10522,18369,2581,310237
18371,14098,5290,309119
16463,7068,10770,316450
13220,6768,3207,295957
1929,8692,10851,265489
1904,15964,8658,272604
8126,12849,16674,332400
13691,14448,15551,335226
16977,1114,10612,315009
14908,10239,10571,315297
4272,16914,8595,294578
18236,9888,11655,321640
6077,19939,10015,309189
16249,8390,11735,320137
16523,4018,2288,296947
5986,9335,15765,318352
14134,7186,6493,301887
16678,15906,16595,341558
17238,9294,17641,350382
2078,5442,19130,307180
17523,7388,17856,352961
7328,14123,5381,297224
3830,16204,13582,304840
1734,14434,12235,276853
10693,6246,5244,292633
8513,7167,5905,289651
18584,7697,1728,302985
6893,11311,12046,306710
7181,3864,9327,289017
10889,15951,18790,350020
14986,4540,1008,295038
11935,16243,19916,357969
10717,16480,16147,335730
8285,2007,16790,328065
15220,11238,5164,305080
13601,10343,16525,340051
6729,1809,5018,272793
1024,6607,12029,248110
11839,4304,10231,305752
14823,13464,19412,357811
1376,4426,17813,285083
14465,3683,12905,321691
16220,9729,14368,331565
2326,5894,2656,248743
17748,11448,10290,316973
11702,6386,19923,359402
3596,8907,11665,285999
2032,4834,15074,280211
6167,4375,19704,341294
9080,9742,3291,292785
17710,19545,15540,335432
16835,16318,17935,348515
19533,16179,5855,310743
5199,11306,12027,300088
12913,8685,2853,297999
5173,18646,17589,331936
17230,8047,7424,307987
7998,17686,19001,347153
7460,13430,7706,299347
14480,7062,13403,324868
2075,6524,7298,253270
1131,12267,19665,299588
18623,13691,18765,355304
15335,4410,15006,334052
16940,2289,1781,295369
2537,13696,14097,293243
13729,11576,13542,325684
15603,2316,19248,362660
19175,3402,8712,311769
1803,16209,17446,303245
3016,5999,1477,256118
7060,18499,12738,317220
14030,19612,18632,350708
14653,11554,14180,329364
6500,2211,2483,269296
8529,19960,14376,327062
17741,3519,9012,310924
7993,2243,2845,275536
12790,1164,16604,338931
18870,6714,12865,327326
2432,18304,15783,305315
3846,6964,2297,265342
17906,17599,8346,314343
1713,10595,7151,256030
7494,15391,3906,299364
13475,10727,7502,306222
7847,3364,14224,312198
17451,3341,9142,310898
9001,18130,3906,307223
13460,9517,17737,347035
9403,6481,6073,291282
7635,11636,4898,293367
13715,18525,15604,335775
1261,7752,7366,241639
14709,8462,13468,325736
17039,10601,8508,311525
15478,10230,11277,318199
3851,17360,12593,302962
12672,12690,4527,303787
8808,17726,11190,315305
12267,5484,14768,327714
15318,5542,18821,357685
17078,19530,14825,332635
1186,13353,18686,295737
16833,16424,11199,320278
3948,11639,6386,279504
15854,17181,7832,313281
16267,2884,2833,295685
17305,8981,7959,309715
18500,5658,18430,358807
5667,13056,5977,290412
3223,9555,4035,267358
16530,16103,19623,358522
8447,7117,16260,327921
11137,1231,9168,297574
7392,2908,11464,296799
15338,12601,5417,306691
1493,5811,19128,297912
1647,18917,19938,317654
19680,11614,13459,329234
11416,7602,2391,293766
19205,2783,16561,349166
3176,9326,18094,315551
7359,9014,4400,287454
17758,16908,14882,333398
3289,16635,15130,308028
4526,12832,14094,306888
13178,8154,5157,299449
18030,9590,18386,355479
18733,7973,10987,319537
6022,17981,3300,300484
17477,3880,9116,311031
18744,17576,8769,314939
10183,16893,11808,318299
17437,10397,6458,307709
18276,5093,15807,342323
16909,9454,13559,328424
10386,17059,12732,321637
9020,4945,18574,343434
14548,18303,13135,326332
8502,4481,5983,285583
14837,11349,11286,318051
9243,16050,10420,312284
5324,8440,5217,279296
16119,1901,10582,313685
17263,7247,4568,302813
12483,14899,10134,314533
4972,12631,16053,318253
8787,15823,15701,330486
10212,18880,10894,317497
9787,5841,11943,309051
11451,18793,9854,316165
16032,8138,14625,332743
3864,12153,15647,309526
7293,12262,13641,315202
10522,17120,12825,322152
16302,14824,11577,320950
14217,15658,15937,337452
11573,4463,4139,290525
11707,8779,16023,334408
18336,9205,16742,345913
3498,2964,18336,314490
17496,2990,1409,296836
15643,1792,4333,295314
8828,11552,13246,316847
8293,4625,18396,339938
17821,5777,9827,314346
15896,5826,14122,330120
6063,1785,16865,319476
16056,2092,16426,343988
2708,13209,8669,276778
6770,4643,7781,283919
3298,7059,17842,312983
19651,10470,10444,318322
8911,3523,10010,296824
19813,9003,13697,331214
13840,17289,9408,315465
18844,2503,18167,359601
7967,13738,14342,321226
6012,15849,17375,331934
14306,5436,3975,296613
17111,3031,4265,298706
13078,6926,6656,300361
9204,11852,7715,301259
11589,19406,5163,311804
5884,15674,2505,295557
19388,4273,5626,304663
2852,8725,9680,272684
17641,3696,18865,362142
5745,7929,8276,286080
12933,3385,2849,290492
11317,2094,19942,359324
1822,16968,14802,291776
10854,10842,12061,315573
13182,15550,8128,311354
10389,17896,10364,315516
4066,17393,12692,304591
7733,4556,16789,327497
4151,8553,9435,281805
18402,1470,1086,296417
16419,16960,2385,311341
6209,5699,14243,308056
8600,11443,4193,295021
15435,19594,13479,327826
2659,12248,6604,270722
16927,4128,10537,315382
14226,7510,15841,337051
12409,9524,6041,301114
13669,9089,3775,299978
4347,18585,3840,294835
18247,4784,6359,305050
4862,10993,3991,281138
7189,15486,11918,311715
6698,7142,10351,294995
4522,19870,13185,311726
16929,18402,19054,353734
15521,9087,16783,343768
7833,15047,15839,328709
10364,15875,11411,316512
10505,19003,13029,324056
14455,6895,11189,315436
17770,19389,10415,318801
14943,5540,13281,324650
12849,13727,12834,322728
17984,8403,10958,318851
10264,8306,6185,296028
12927,10565,8774,308206
14147,4052,2513,293416
3650,19982,3045,294526
6816,9391,12695,306923
19092,16598,15238,334993
12346,4442,4643,292753
16132,11462,8312,310872
12099,10428,10066,310491
13327,6761,17489,345577
8364,2044,17094,330350
11959,9937,19692,357621
4150,4692,16091,306318
3588,5852,3436,261397
2178,12901,16351,298884
19665,14162,12127,323502
16466,1188,15943,341851
1938,2626,12294,261481
2184,1046,7496,244060
17078,11030,6388,307764
12033,7925,3017,295560
19253,5383,19598,368044
14125,13839,17244,344277
16022,10334,8642,310932
18590,10929,7294,310080
16067,4408,18733,358634
15365,2353,15998,340091
2871,6215,2124,255345
3623,6115,8531,271350
3321,11625,15252,303079
17240,17427,18221,349563
17796,1232,1624,295462
10658,1638,11775,307221
10935,13609,7053,305317
18839,15194,17730,348230
18582,2291,10437,316939
16510,5998,5394,302056
3485,8001,1532,265175
17534,4094,2463,298495
10899,5615,4795,291554
8701,1903,13253,308825
16354,12792,19169,357521
3697,5577,4038,262166
11664,16118,9017,312239
15787,6361,1920,298595
7078,13808,5974,296511
6198,2071,3238,268345
10218,14806,14910,328662
16060,18918,19200,354329
1319,13708,18882,300307
18114,17509,9639,316679
15562,2346,4767,296421
18048,14581,9258,315123
11225,8239,2264,294435
10629,6774,1486,290727
4180,14313,13058,302540
7065,2469,8683,284514
13454,7738,12006,317582
4485,13785,5209,285703
13820,6328,15524,334660
5091,10466,15617,314590
16108,16551,16292,339755
9438,17351,7846,308980
8375,16659,14225,323817
9145,19888,19614,353068
16725,1295,8254,306045
10879,4797,14058,320821
17863,11592,4464,306624
4967,17582,16417,324399
7383,16025,17046,334278
12200,14345,5114,305734
2314,15089,19427,320375
1076,9669,3810,236646
4613,16626,8842,296272
10807,3173,12008,309786
16192,11016,16330,341353
15369,13303,12130,321987
10816,2081,6355,289440
9203,17597,8910,310643
17901,15312,15100,334815
19415,17039,7412,312638
4500,15993,11745,301972
10898,11652,9276,307578
9177,14739,4722,301954
7221,4384,6558,282285
17195,7194,4684,302831
15189,9623,11119,317159
18687,11594,4119,306831
13945,10752,3868,302412
1493,6230,14796,271612
7907,4672,11735,301676
19422,18912,3924,311918
10650,15591,17210,340802
4654,5858,15585,307690
6914,4412,8910,287401
18699,2528,9325,313007
17445,7753,11073,318705
12296,6684,10701,310123
14600,19806,16998,342314
15866,2694,14850,334099
14255,13669,10233,315453
8793,19892,13805,325321
11293,3979,3699,288696
15977,15986,2571,310026
7236,17019,17574,337236
7061,7905,13633,310428
17772,3234,18642,361021
14385,16746,3539,309975
6035,13224,5088,291330
17349,8590,1495,302898
14616,4896,11659,316736
14877,10839,8685,310321
6909,18434,12222,315158
19133,3773,13720,332376
12449,14269,4197,305489
4018,15075,3963,285320
10787,1983,3445,284113
15956,19446,2553,314006
12139,4335,7429,297715
15566,13085,18199,350929
13516,14738,14042,328413
19450,10333,17249,348881
15352,16015,4403,309484
16636,18008,2639,312316
10774,3763,4524,288202
11444,17415,16367,337774
3419,16055,16719,315881
4741,8448,6100,277577
12490,12572,16697,339790
17382,15317,14365,331520
5073,16404,12315,307001
13250,8054,9711,309312
19782,1336,1886,298630
2839,13730,4178,273613
13321,17608,1071,312654
4351,3277,13013,289383
7985,17213,11328,313649
8320,4965,13055,309191
6082,13594,17081,329068
13604,1533,14779,329505
8455,13569,17415,337565
19565,2506,13503,332172
15534,4630,17539,349654
19609,17978,10244,317794
3678,4016,12078,281229
1498,19766,19396,312626
9448,7764,19568,351982
4447,6701,4526,270216
18473,12972,4901,308151
18305,16540,8120,313577
13597,9331,3836,300227
3495,10604,19658,329350
13863,4054,1874,292623
15014,16621,17664,346484
8330,12055,13856,318676
17958,17076,1811,312030
9771,13081,2585,300061
11089,12184,10684,312294
7397,1455,2424,271406
16864,18210,10652,319234
1677,13265,18859,306459
6913,8808,1747,284671
13939,1137,5953,294540
19203,9527,4497,305961
12804,9972,7268,304220
5197,7519,15949,314236
3094,16151,10926,290831
6732,16474,7956,302353
5804,13639,1327,291562
5272,18281,10853,306057
7104,4791,2561,277136
17071,17735,12499,324391
1879,7871,2300,247566
4596,18079,15910,320808
8250,9070,14256,318012
18045,3787,5741,302993
10884,13479,16005,334306
8778,5626,19433,348964
14126,4089,4094,294872
3507,1100,16264,298934
8388,10611,18504,342844
3145,8268,5618,265508
13026,13183,6304,306285
4707,7581,17639,321763
17661,9551,15129,336516
16562,16158,4688,310009
4804,16302,7590,294569
18343,10460,17576,350131
7100,3082,4824,276290
2388,8601,3564,256600
16084,10587,2836,303936
5144,15774,5525,292995
8382,7853,17187,333603
18737,9326,14909,336233
15242,17202,15317,334944
1925,4075,19743,308262
18229,12025,3198,306707
5467,14850,8645,296765
4346,2524,18949,324845
15726,8378,17665,349491
11262,16453,1593,308621
12518,13498,13067,323186
4014,1730,18106,315884
